tweet,clean_tweet,label,label_id
"Suka heran sama kalian yang kasian liat hidup gw trus bilang ""gausah fikirin ortu kamu, kan masih ada kita.. kamu fikirin masa depan kamu aja"" tapi giliran kolot aing sengsara sia kemana ??? Apa2 jadi utang, bayangin kalo seluruh hidup lu dari janin sampe lu nikah jadi utang gmn?",suka heran sama kalian yang kasihan liat hidup saya terus bilang tidak usah fikirin orangtua kamu kan masih ada kita kamu fikirin masa depan kamu saja tapi giliran kolot aing sengsara sia kemana apa jadi utang bayangin kalau seluruh hidup kamu dari janin sampai kamu nikah jadi utang bagaimana,sadness,6
Gugup depan umum,gugup depan umum,fear,2
"+ dalam waktu dekat akan mengadakan event dengan tujuan untuk bernostalgia bagi para ex-member. Oh ya, dan saya juga menikmati konsepnya, ya! Yang awalnya saya agak gugup karena baru pertama kali berperan sebagai Host dalam dunia rp. XD Tapi akhirnya jadi Host senior di sana +",dalam waktu dekat akan mengadakan event dengan tujuan untuk bernostalgia bagi para ex member oh ya dan saya juga menikmati konsepnya ya yang awalnya saya agak gugup karena baru pertama kali berperan sebagai host dalam dunia rp xd tapi akhirnya jadi host senior di sana,fear,2
Pernah ngak sih lo jijik aja liat seseorang? padahal dia ngak ngapa ngapain!!! . . . Kayaknya gua doang deh...,pernah tidak sih kamu jijik saja liat seseorang padahal dia tidak ngapa ngapain kayaknya saya saja deh,disgust,1
Hidup itu indah Hidup itu hanya sekali Bahagia itu nikmat Luka itu ekstase Selamat pagi Semangat menyambut pagi yang indah dengan senyum yang manis,hidup itu indah hidup itu hanya sekali bahagia itu nikmat luka itu ekstase selamat pagi semangat menyambut pagi yang indah dengan senyum yang manis,joy,4
MURKA GUA GAPERNAH DITANYA INDAH,murka saya tidak pernah ditanya indah,anger,0
BRISIK BGT HERAN,brisik sangat heran,surprise,7
Penat hidup single ke HAHAHAH,penat hidup single ke hahahah,disgust,1
Syukur gk gw doang yg mikir gini,syukur tidak saya saja yang mikir gini,joy,4
jangan terkejut ah char kalau nampak muka saya di tiang lampu,jangan terkejut ah char kalau nampak muka saya di tiang lampu,surprise,7
"Aku mohon, sekali lagi aku bukan maksd apapun. Mohon maaf kalo memang ada yg gak senang. Aku juga awalnya gak sangka bakalan serame ini. Dont judge, aku syg kalian....",saya mohon sekali lagi saya bukan maksd apapun mohon maaf kalau memang ada yang tidak senang saya juga awalnya tidak sangka akan serame ini dont judge saya sayang kalian,joy,4
Pas ngeri ngeri sedep,pas ngeri ngeri sedep,fear,2
"Aku sedih, dia seolah kuat. dia kecewa, aku yg tersakiti. yg lain memperkeruh, teman2 ku membela. dia di bela, aku yg terusik. dia yg buka dia pula yg kecewa.",saya sedih dia seolah kuat dia kecewa saya yang tersakiti yang lain memperkeruh teman ku membela dia di bela saya yang terusik dia yang buka dia pula yang kecewa,sadness,6
tak best senarnya jadi morning person ni sebab senang bosan em member semua ketiduran lagi,tak best senarnya jadi morning person ini sebab senang bosan em member semua ketiduran lagi,joy,4
Bangga dong.,bangga dong,joy,4
h-hai ak zahra [gugup],h hai saya zahra gugup,fear,2
"Duka atuh nya ih, da abi mah ti tokyo belah wetan",duka atuh nya ih da abi mah ti tokyo belah wetan,sadness,6
"better use dilema instead of kedilemaan. opo gak puas awakmu mencipta kata membersamai yg bikin kupingku risih, ha?",better use dilema instead of kedilemaan opo tidak puas awakmu mencipta kata membersamai yang bikin kupingku risih,disgust,1
Ntar aku kalo deketin cewe gugup ica,nanti saya kalau deketin cewek gugup ica,fear,2
"gasii, jatohnya jadi risih. kayak gada kesibukan aja. hidup ga melulu ttg cowo",gasii jatohnya jadi risih mirip tidak ada kesibukan saja hidup tidak selalu tentang cowok,disgust,1
"Oh iya aku lupa. Aku kangen sama kamu. Kutunggu ya waktu luangmu dan dibulan februari! Jangan terlalu lama, beratloh. Andaikan saja engkau mengerti semua keluh kesal ku disini Tapi tidak apa2. Biarkan semesta bekerja",oh iya saya lupa saya kangen sama kamu kutunggu ya waktu luangmu dan dibulan februari jangan terlalu lama beratloh andaikan saja engkau mengerti semua keluh kesal ku disini tapi tidak apa biarkan semesta bekerja,sadness,6
Kok ngeri gitu faa,kok ngeri begitu faa,fear,2
Wkwk..Takutnya aku nyinggung perasaan orang.. soalnya udah ada yg tersinggung,takutnya saya nyinggung perasaan orang soalnya sudah ada yang tersinggung,fear,2
Sudah muak dgn sumua ini ustdz..klo masih tdk ada ke adilah sy berharap ulama mengambil tindakan.,sudah muak dengan sumua ini ustdz kalau masih tidak ada ke adilah saya berharap ulama mengambil tindakan,disgust,1
"Marah dan Kesal pasti ada ustad Tengku begitu juga dgn perasaan Umat agama lain seperti Gereja / vihara di Tutup,dirobohkan dibongkar,Ibadah dibubarkan.. perasaan nya gimana sebagai orang Indonesia yang beragam..??",marah dan kesal pasti ada ustad tengku begitu juga dengan perasaan umat agama lain seperti gereja vihara di tutup dirobohkan dibongkar ibadah dibubarkan perasaan nya gimana sebagai orang indonesia yang beragam,anger,0
Terpesona suara gemes seongmin jadi pada lupa suara woobin tuh..... Astagfirullah,terpesona suara gemes seongmin jadi pada lupa suara woobin tuh astagfirullah,surprise,7
Jangan saya gugup haha,jangan saya gugup,fear,2
"Bijaknya mundur aja pak Yason.., lagian kita dah muak liat muka di TL.",bijaknya mundur saja pak yason lagi kita sudah muak liat muka di tl,anger,0
mak suruh aku tidur sampai pukul 2 senang takyah buat sarapan. chawlu geng,mak suruh saya tidur sampai pukul senang takyah buat sarapan chawlu geng,joy,4
"Biarpun kau bukanlah seorang bidadari melainkan manusia biasa, namun senyummu membuat CY terpesona mi_ChristyChiBi",biarpun kamu bukanlah seorang bidadari melainkan manusia biasa namun senyummu membuat cy terpesona mi christychibi,surprise,7
Normal kan kita stress or penat bila belajar ye lah dgn assignments banyak pastu nak kejar deadline utk submit lagi. Tapi i tak nak bagitau pon i stress ke penat ke sebab i ada satu perasaan takut yg orang akan ckp padan muka kau sapa suruh kau sambung study,normal kan kita stress or penat bila belajar ye lah dengan assignments banyak pastu anak kejar deadline untuk submit lagi tapi i tak anak bagitau pon i stress ke penat ke sebab i ada satu perasaan takut yang orang akan cukup padan muka kamu sapa suruh kamu sambung study,disgust,1
JIJIK!,jijik,disgust,1
"kan aku jadi gaenak sm mas crush kalo ngechatin dia mulu, takut dia risih",kan saya jadi tidak enak sama mas crush kalau ngechatin dia terus takut dia risih,fear,2
Seru-seru bangga gitu akhirnya lega dia setelah mendem beberapa lama,seru seru bangga begitu akhirnya lega dia setelah mendem beberapa lama,joy,4
Terinspirasi dengan twit twit orang beken ..sehingga di aplikasikan dalam hidup sehari hari Merasa bangga bisa memainkan hati Tapi lupa hidup ini tidak selamanya bisa bersandiwara ...siapa menanam pasti akan memanenya itulah hukum alam,terinspirasi dengan twit twit orang beken sehingga di aplikasikan dalam hidup sehari hari merasa bangga bisa memainkan hati tapi lupa hidup ini tidak selamanya bisa bersandiwara siapa menanam pasti akan memanenya itulah hukum alam,joy,4
Iya ngeri aja wkwk,iya ngeri saja,fear,2
"Pokoknya jangan sampai tertipu akun-akun yang mengatasnamakan Bareksa selain akun yang mimin sebutin di atas ya. Selamat berinvestasi, selamat bertumbuh bersama Bareksa",pokoknya jangan sampai tertipu akun akun yang mengatasnamakan bareksa selain akun yang mimin sebutin di atas ya selamat berinvestasi selamat bertumbuh bersama bareksa,fear,2
"Bikin stres, tp nagih. Heran.",bikin stres tapi nagih heran,surprise,7
Good idea for batho senang metsi jwalo ka rona Qwaqwa.,good idea for batho senang metsi jwalo ka rona qwaqwa,joy,4
"Ngeri dit. Kalo virus ""anti virus"" mematikan udah bisa dibuat Virus yg lebih mematikan juga bisa dibuat",ngeri dit kalau virus anti virus mematikan sudah bisa dibuat virus yang lebih mematikan juga bisa dibuat,fear,2
Aku tertipu aku terjebak,saya tertipu saya terjebak,surprise,7
"Kadang sering memaksakan nyawa menantikan kabar hina hingga kau terjebak Usung lalu memaku mendesit hasratku Kita bosan dengan alasan Kita muak dengan pertikaian,kita bosan dengan harapan",kadang sering memaksakan nyawa menantikan kabar hina hingga kamu terjebak usung lalu memaku mendesit hasratku kita bosan dengan alasan kita muak dengan pertikaian kita bosan dengan harapan,disgust,1
Dito butuh banget klarifikasi hidup setelah jadi Artis mah beda. Gue follow doi dari followernya masih 6K and liat dia jadi kayak skarang bangga banget.,dito butuh sekali klarifikasi hidup setelah jadi artis mah beda saya follow doi dari followernya masih k and liat dia jadi mirip skarang bangga sekali,joy,4
Terus nanti ketua dioperasi dimana? Kim sabu gimana sih nanti diakhir? Woii sumpah benci bgt sama direktur(?) itu,terus nanti ketua dioperasi dimana kim sabu gimana sih nanti diakhir woii sumpah benci sangat sama direktur itu,anger,0
Heran gw..malah nyebar kemana2 nanti nya,heran saya malah nyebar kemana nanti nya,surprise,7
"Gue muak apa goverment. Gue kesel juga, bukannya karantina wilayah malah, darurat sipil . Kesel. Udh banyak bgt korbannya, masih aja si buzzerp tolol, bego adu domba! Kecewa bgt ama pemerintahan skarang!",saya muak apa goverment saya kesal juga bukannya karantina wilayah malah darurat sipil kesal sudah banyak sangat korbannya masih saja si buzzerp tolol bodoh adu domba kecewa sangat sama pemerintahan skarang,anger,0
Semangaaat kaaak semoga gak gugup pas sidang terus lancar jawab pertanyaannyaa. Bismillaah berkah,semangaat kaak semoga tidak gugup pas sidang terus lancar jawab pertanyaannyaa bismillaah berkah,fear,2
"Nda ada jenisnya, kalau sampe kamu tersinggung artinya bercandaannya udah kelewatan, dan wajar kamu marah. kenapa lebih sering bilang ""dih baperan lu"" ketimbang ""maaf, becandaku keterlaluan ya?"" aku sedih :""",tidak ada jenisnya kalau sampai kamu tersinggung artinya bercandaannya sudah kelewatan dan wajar kamu marah kenapa lebih sering bilang dih baperan kamu ketimbang maaf becandaku keterlaluan ya saya sedih,sadness,6
DIA KLO GUGUP LUCU BANGET DONGG AGGDAKDGGSAHDGS MONANGES,dia kalau gugup lucu sekali dongg aggdakdggsahdgs monanges,joy,4
"malem malem gini tbtb temen ngirim file word dengan judul ""UTS GEO BENCANA 2020"" fyuh terkejut, untung blm tidur coz disuru ngetag geomer wilayah kajian di pulau sumatera, rebutan dah tu sekelas, oke gua tag Kab. Lampung Utara. bye",malam malam gini tbtb teman ngirim file word dengan judul uts geo bencana fyuh terkejut untung belum tidur coz disuru ngetag geomer wilayah kajian di pulau sumatera rebutan sudah itu sekelas oke saya tag kab lampung utara bye,surprise,7
"Full sedih,kecewa",full sedih kecewa,sadness,6
Puas giler aku dengar youtuber komen tentang isu artis kt malaysia nie ha,puas giler saya dengar youtuber komen tentang isu artis kita malaysia nie,joy,4
"Udah pada mengakar ya kalian bencinya. Gue sebel sih sama geledek semuanya dan konten2nya. Tapi kali ini, lagunya upgrade dari yg sebelumnya, lebih berima dan oke. Coba di dengerin dulu, objektif sekali2 walaupun benci. Terlepas dari latar belakang yang rame kemarin",sudah pada mengakar ya kalian bencinya saya kesal sih sama geledek semuanya dan konten nya tapi kali ini lagunya upgrade dari yang sebelumnya lebih berima dan oke coba di dengerin dulu objektif sekali walaupun benci terlepas dari latar belakang yang ramai kemarin,anger,0
yaps bener! karna buat nyemplung ke fandomnya kaya udha takut dulu banyak setund,yaps benar karena buat nyemplung ke fandomnya kaya udha takut dulu banyak setund,fear,2
"Gue jg jijik kalo lu kek gini., Jauh sana. Gue mau nyusul Namjoon",saya juga jijik kalau kamu kek gini jauh sana saya mau susul namjoon,disgust,1
Syukur deh nyadar,syukur deh nyadar,joy,4
"Selamat membaca, merinding dan kesal misuh2 yah",selamat membaca merinding dan kesal misuh yah,anger,0
Davin ngeri kalau antingnya ketarik,davin ngeri kalau antingnya ketarik,fear,2
"Kalo takut kecoak terbang, cicak diatas kepala takut ketiban cicak Tapi kalo jijik geli itu sama kodok, sm ingus kek pgn muntah",kalau takut kecoak terbang cicak diatas kepala takut ketiban cicak tapi kalau jijik geli itu sama kodok sama ingus kek ingin muntah,disgust,1
"Bila engkau sedih karna kehilangan, percayalah bahwa Allah sedang menyediakan pengganti yang terbaik . .",bila engkau sedih karena kehilangan percayalah bahwa allah sedang menyediakan pengganti yang terbaik,sadness,6
selamat pagi tweeps ..semoga kelen sehat semuanya ya... jgn lupa cuci tangan pake sabun buka pintu fasilitas umum pake siku atw gunakan sarung tgn n maskeran ya... aku cebong saya kardun kita sebangsa ya.... yg kmi benci bukan kelen ya...bong tp pemimpin pongah,selamat pagi tweeps semoga kelen sehat semuanya ya jangan lupa cuci tangan pakai sabun buka pintu fasilitas umum pakai siku atau gunakan sarung tangan n maskeran ya saya cebong saya kardun kita sebangsa ya yang kami benci bukan kelen ya bong tapi pemimpin pongah,joy,4
Takut pada risih buat ngejebe put,takut pada risih buat ngejebe put,disgust,1
*Beda Aelah typo sangking terpesona sm si leader ganteng ini,beda aelah typo sangking terpesona sama si leader ganteng ini,surprise,7
sesabar apapun cewe kalo terus dibikin kecewa suatu saat pasti akan marah juga,sesabar apapun cewek kalau terus dibikin kecewa suatu saat pasti akan marah juga,anger,0
Tak lagi meragu Tak usah menopang dagu Di balik sesal dan juga kesal Kali ini aku tak akan bebal Ruang kosong berbisik Biar aku sabar sedetik Bicara mengenai milik Bukan lagi hal yang pelik Sang Dewi bukan Sang Peri 91.366 TH,tak lagi meragu tak usah menopang dagu di balik sesal dan juga kesal kali ini saya tak akan bebal ruang kosong berbisik biar saya sabar sedetik bicara mengenai milik bukan lagi hal yang pelik sang dewi bukan sang peri th,anger,0
Apakah kamu juga tertipu,apakah kamu juga tertipu,surprise,7
"Ahahahaha comeinyee Naeee Serai paling senang, kejap je tumbuh akar dalam seminggu dua centu bile rendam dalam air. Pastu tanam cam biasa",ahahahaha comeinyee naee serai paling senang kejap je tumbuh akar dalam seminggu dua centu bile rendam dalam air pastu tanam cam biasa,joy,4
Thank you for this GA!! And congrats to for really proud of yooooooo!!! Akhirnya perjuangan kalian selama ini membuahkan hasil sampe sini bangga kalian makin banyak dikenal!! Ayoookk terus berjuang utk kesuksesan lainnya! Anw let's be moots,thank you for this tidak and congrats to for really proud of yoo akhirnya perjuangan kalian selama ini membuahkan hasil sampai sini bangga kalian makin banyak dikenal ayookk terus berjuang untuk kesuksesan lainnya anw let s be moots,joy,4
Aku km gugup suka sakit perut berasa melilit dan jantung deg degan,saya kamu gugup suka sakit perut berasa melilit dan jantung deg degan,fear,2
"kalian boleh ko bub aku, block jg ga apa. aku tau aku tiap saat bikin risih terus sama apa yang aku tweet. maaf ya buat ga nyaman",kalian boleh ko bub saya block juga tidak apa saya tahu saya tiap saat bikin risih terus sama apa yang saya tweet maaf ya buat tidak nyaman,disgust,1
"Nonton videonya jijik dan sedih, kucing main gancu tuk di bunuh",nonton videonya jijik dan sedih kucing main gancu tuk di bunuh,disgust,1
Aku merasa tersinggung,saya merasa tersinggung,anger,0
"Kecebak, Mau lanjut sengsara, Berhenti tapi sayang.",kecebak mau lanjut sengsara berhenti tapi sayang,sadness,6
"Sedih banget sama orang orang yang mudik.. yaaa kalo udah terlanjur pulang ya isolasi diri dulu gitu kesadaran diri gitu.. tapi sedihnya di ngak sadar, mementingkan diri sendiri,ngak mikir tetangga kanan kiri, keluarga. Di ingetin dia malah marah, ngak diingetin kita resah",sedih sekali sama orang orang yang mudik yaa kalau sudah terlanjur pulang ya isolasi diri dulu begitu kesadaran diri begitu tapi sedihnya di tidak sadar mementingkan diri sendiri tidak mikir tetangga kanan kiri keluarga di ingatkan dia malah marah tidak diingetin kita resah,sadness,6
"katanya dia seneng bgt bisa perf sama mamo, tp jg gugup nervous bgt. selama latihan merasa banyak dibantu sama mamo, senpai yg baik. trus di animenya kan gaada battle dance, nah di livenya dimasukin (sayang cuma bentar doang battlenya huhu). dan masukin acapella juga huhu.",katanya dia senang sangat bisa perf sama mamo tapi juga gugup nervous sangat selama latihan merasa banyak dibantu sama mamo senpai yang baik terus di animenya kan tidak ada battle dance nah di livenya dimasukin sayang cuma bentar saja battlenya huhu dan masukin acapella juga huhu,fear,2
"Enak di temenin guling kan kalau ngantuk tinggal molor di atasnya, ciuman sama je aja key, puas ntar",enak di temani guling kan kalau ngantuk tinggal molor di atasnya ciuman sama je saja key puas nanti,joy,4
